TabIndex	ItemKind	ItemName	MaxLength	Location_Row	Location_Column	Required	InputMode	DefaultIMEMode	Tips	Enabled	ValidPattern	ValidPattern_org	Text	Height	Width	GroupBox	ControlName	Regex	TabStop	MultiLine	ForeColor	Visible	Input2	IsPostCd	Address1	Address2	Address3	AddressKana1	AddressKana2	AddressKana3	IsAgencyCd	HandlerCd	AgencyName	Handler_Last_Name	Handler_First_Name	Alignment	TextAddMode
349	T	12 自己特定（自己）	1	1	1		AH			T		^(|4)$							T																		
350	T	12 自己特定（特定）	1	1	1		AH			T		^(|5)$							T																		
351	T	12 手数料区分（その他団体（団割無））	1	1	1		AH			T		^(|1)$							T																		
352	T	12 手数料区分（一般団体（団割有、事務費無））	1	1	1		AH			T		^(|2)$							T																		
353	T	12 手数料区分（一般団体（団割有、事務費有３％））	1	1	1		AH			T		^(|3)$							T																		
354	T	12 手数料区分（特殊手数料）	1	1	1		AH			T		^(|4)$							T																		
355	T	12 特殊手数料（率）	9	1	1		X			T								^[0-9\.]+$	T																	R	
356	T	12 特殊手数料（集金事務費）	9	1	1		X			T								^[0-9\.]+$	T																	R	
357	T	12 再保険種類	3	1	1		AH			T									T																		
358	T	13 保険種類コード	4	1	1		AH			T									T																		
359	T	13 種目別代理店コード	5	1	1		AH			T									T																		
360	T	13 種目代理店サブコード	3	1	1		AH			T									T																		
361	T	13 団体コード	5	1	1		AH			T									T																		
362	T	13 払込方法（一時払）	2	1	1		AH			T		^(|10)$							T																		
363	T	13 払込方法（団体１２回払）	2	1	1		AH			T		^(|63)$							T																		
364	T	13 払込方法（団体６回払）	2	1	1		AH			T		^(|62)$							T																		
365	T	13 払込方法（団体２回払）	2	1	1		AH			T		^(|61)$							T																		
366	T	13 払込方法（団体一時払支払い猶予）	2	1	1		AH			T		^(|60)$							T																		
367	T	13 払込方法（一般分割１２回払）	2	1	1		AH			T		^(|46)$							T																		
368	T	13 払込方法（一般分割２回払）	2	1	1		AH			T		^(|30)$							T																		
369	T	13 払込方法（一般分割６回払）	2	1	1		AH			T		^(|42)$							T																		
370	T	13 払込方法（一般分割１１回口振）	2	1	1		AH			T		^(|75)$							T																		
371	T	13 共同保険特約（なし）	1	1	1		AH			T		^(|1)$							T																		
372	T	13 共同保険特約（幹事）	1	1	1		AH			T		^(|2)$							T																		
373	T	13 代理店／仲立人　分担（なし）	1	1	1		AH			T		^(|1)$							T																		
374	T	13 代理店／仲立人　分担（幹事）	1	1	1		AH			T		^(|2)$							T																		
375	T	13 補正　代理店コード	5	1	1		AH			T									T																		
376	T	13 補正　代理店サブコード	3	1	1		AH			T									T																		
377	T	13 補正 割合	9	1	1		X			T								^[0-9\.]+$	T																	R	
378	T	13 自己特定（自己）	1	1	1		AH			T		^(|4)$							T																		
379	T	13 自己特定（特定）	1	1	1		AH			T		^(|5)$							T																		
380	T	13 手数料区分（その他団体（団割無））	1	1	1		AH			T		^(|1)$							T																		
381	T	13 手数料区分（一般団体（団割有、事務費無））	1	1	1		AH			T		^(|2)$							T																		
382	T	13 手数料区分（一般団体（団割有、事務費有３％））	1	1	1		AH			T		^(|3)$							T																		
383	T	13 手数料区分（特殊手数料）	1	1	1		AH			T		^(|4)$							T																		
384	T	13 特殊手数料（率）	9	1	1		X			T								^[0-9\.]+$	T																	R	
385	T	13 特殊手数料（集金事務費）	9	1	1		X			T								^[0-9\.]+$	T																	R	
386	T	13 再保険種類	3	1	1		AH			T									T																		
387	T	14 保険種類コード	4	1	1		AH			T									T																		
388	T	14 種目別代理店コード	5	1	1		AH			T									T																		
389	T	14 種目代理店サブコード	3	1	1		AH			T									T																		
390	T	14 団体コード	5	1	1		AH			T									T																		
391	T	14 払込方法（一時払）	2	1	1		AH			T		^(|10)$							T																		
392	T	14 払込方法（団体１２回払）	2	1	1		AH			T		^(|63)$							T																		
393	T	14 払込方法（団体６回払）	2	1	1		AH			T		^(|62)$							T																		
394	T	14 払込方法（団体２回払）	2	1	1		AH			T		^(|61)$							T																		
395	T	14 払込方法（団体一時払支払い猶予）	2	1	1		AH			T		^(|60)$							T																		
396	T	14 払込方法（一般分割１２回払）	2	1	1		AH			T		^(|46)$							T																		
397	T	14 払込方法（一般分割２回払）	2	1	1		AH			T		^(|30)$							T																		
398	T	14 払込方法（一般分割６回払）	2	1	1		AH			T		^(|42)$							T																		
399	T	14 払込方法（一般分割１１回口振）	2	1	1		AH			T		^(|75)$							T																		
400	T	14 共同保険特約（なし）	1	1	1		AH			T		^(|1)$							T																		
401	T	14 共同保険特約（幹事）	1	1	1		AH			T		^(|2)$							T																		
402	T	14 代理店／仲立人　分担（なし）	1	1	1		AH			T		^(|1)$							T																		
403	T	14 代理店／仲立人　分担（幹事）	1	1	1		AH			T		^(|2)$							T																		
404	T	14 補正　代理店コード	5	1	1		AH			T									T																		
405	T	14 補正　代理店サブコード	3	1	1		AH			T									T																		
406	T	14 補正 割合	9	1	1		X			T								^[0-9\.]+$	T																	R	
407	T	14 自己特定（自己）	1	1	1		AH			T		^(|4)$							T																		
408	T	14 自己特定（特定）	1	1	1		AH			T		^(|5)$							T																		
409	T	14 手数料区分（その他団体（団割無））	1	1	1		AH			T		^(|1)$							T																		
410	T	14 手数料区分（一般団体（団割有、事務費無））	1	1	1		AH			T		^(|2)$							T																		
411	T	14 手数料区分（一般団体（団割有、事務費有３％））	1	1	1		AH			T		^(|3)$							T																		
412	T	14 手数料区分（特殊手数料）	1	1	1		AH			T		^(|4)$							T																		
413	T	14 特殊手数料（率）	9	1	1		X			T								^[0-9\.]+$	T																	R	
414	T	14 特殊手数料（集金事務費）	9	1	1		X			T								^[0-9\.]+$	T																	R	
415	T	14 再保険種類	3	1	1		AH			T									T																		
416	T	15 保険種類コード	4	1	1		AH			T									T																		
417	T	15 種目別代理店コード	5	1	1		AH			T									T																		
418	T	15 種目代理店サブコード	3	1	1		AH			T									T																		
419	T	15 団体コード	5	1	1		AH			T									T																		
420	T	15 払込方法（一時払）	2	1	1		AH			T		^(|10)$							T																		
421	T	15 払込方法（団体１２回払）	2	1	1		AH			T		^(|63)$							T																		
422	T	15 払込方法（団体６回払）	2	1	1		AH			T		^(|62)$							T																		
423	T	15 払込方法（団体２回払）	2	1	1		AH			T		^(|61)$							T																		
424	T	15 払込方法（団体一時払支払い猶予）	2	1	1		AH			T		^(|60)$							T																		
425	T	15 払込方法（一般分割１２回払）	2	1	1		AH			T		^(|46)$							T																		
426	T	15 払込方法（一般分割２回払）	2	1	1		AH			T		^(|30)$							T																		
427	T	15 払込方法（一般分割６回払）	2	1	1		AH			T		^(|42)$							T																		
428	T	15 払込方法（一般分割１１回口振）	2	1	1		AH			T		^(|75)$							T																		
429	T	15 共同保険特約（なし）	1	1	1		AH			T		^(|1)$							T																		
430	T	15 共同保険特約（幹事）	1	1	1		AH			T		^(|2)$							T																		
431	T	15 代理店／仲立人　分担（なし）	1	1	1		AH			T		^(|1)$							T																		
432	T	15 代理店／仲立人　分担（幹事）	1	1	1		AH			T		^(|2)$							T																		
433	T	15 補正　代理店コード	5	1	1		AH			T									T																		
434	T	15 補正　代理店サブコード	3	1	1		AH			T									T																		
435	T	15 補正 割合	9	1	1		X			T								^[0-9\.]+$	T																	R	
436	T	15 自己特定（自己）	1	1	1		AH			T		^(|4)$							T																		
437	T	15 自己特定（特定）	1	1	1		AH			T		^(|5)$							T																		
438	T	15 手数料区分（その他団体（団割無））	1	1	1		AH			T		^(|1)$							T																		
439	T	15 手数料区分（一般団体（団割有、事務費無））	1	1	1		AH			T		^(|2)$							T																		
440	T	15 手数料区分（一般団体（団割有、事務費有３％））	1	1	1		AH			T		^(|3)$							T																		
441	T	15 手数料区分（特殊手数料）	1	1	1		AH			T		^(|4)$							T																		
442	T	15 特殊手数料（率）	9	1	1		X			T								^[0-9\.]+$	T																	R	
443	T	15 特殊手数料（集金事務費）	9	1	1		X			T								^[0-9\.]+$	T																	R	
444	T	15 再保険種類	3	1	1		AH			T									T																		
445	T	１２回払 第１回払込期日（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
446	T	１２回払 第１回払込期日（年月日）	6	1	1		X			T								\d	T																		
447	T	１２回払 第１回控除月（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
448	T	１２回払 第１回控除月（年月）	4	1	1		X			T								\d	T																		
449	T	１２回払 第２回払込期日（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
450	T	１２回払 第２回払込期日（年月日）	6	1	1		X			T								\d	T																		
451	T	１２回払 第２回控除月（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
452	T	１２回払 第２回控除月（年月）	4	1	1		X			T								\d	T																		
453	T	２回払 第１回払込期日（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
454	T	２回払 第１回払込期日（年月日）	6	1	1		X			T								\d	T																		
455	T	２回払 第１回控除月（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
456	T	２回払 第１回控除月（年月）	4	1	1		X			T								\d	T																		
457	T	２回払 第２回払込期日（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
458	T	２回払 第２回払込期日（年月日）	6	1	1		X			T								\d	T																		
459	T	２回払 第２回控除月（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
460	T	２回払 第２回控除月（年月）	4	1	1		X			T								\d	T																		
461	T	６回払 第１回払込期日（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
462	T	６回払 第１回払込期日（年月日）	6	1	1		X			T								\d	T																		
463	T	６回払 第１回控除月（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
464	T	６回払 第１回控除月（年月）	4	1	1		X			T								\d	T																		
465	T	６回払 第２回払込期日（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
466	T	６回払 第２回払込期日（年月日）	6	1	1		X			T								\d	T																		
467	T	６回払 第２回控除月（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
468	T	６回払 第２回控除月（年月）	4	1	1		X			T								\d	T																		
469	T	一時払支払猶予払込期日（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
470	T	一時払支払猶予払込期日（年月日）	6	1	1		X			T								\d	T																		
471	T	一時払払込猶予控除月（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
472	T	一時払払込猶予控除月（年月）	4	1	1		X			T								\d	T																		
473	T	その他団体分割払込日	2	1	1		AH			T									T																		
474	T	収納システム利用表示	1	1	1		AH			T									T																		
475	T	前年証券番号	13	1	1		AH			T									T																		
476	T	前年送付書番号	5	1	1		AH			T									T																		
477	T	送付書営業所コード	5	1	1		AH			T									T																		
478	T	申請書番号 計上用	3	1	1		AH			T									T																		
479	T	申請書番号 満期用	3	1	1		AH			T									T																		
480	T	領収日（年号）	1	1	1		X			T	^(|4|5)$	^(|4|5)$						\d	T																		
481	T	領収日（年月日）	6	1	1		X			T								\d	T																		
482	T	管理番号	15	1	1		AH			T									T																		
483	T	送付書用途欄	30	1	1		AH			T									T																		
484	T	特殊処理①	4	1	1		AH			T									T																		
485	T	特殊処理②	4	1	1		AH			T									T																		
486	T	連絡票指示	1	1	1		AH			T									T																		
487	T	不備コ―ド	30	1	1		AH			T									T																		
488	T	部店・担当店＿下部	4	1	1		AH			T									T																		
