TabIndex	ItemKind	ItemName	MaxLength	Required	InputMode	DefaultIMEMode	Tips	Enabled	ValidPattern	Text	Height	Width	GroupBox	ControlName	Regex	MultiLine	ForeColor	TabStop	Visible	Input2	IsPostCd	Address1	Address2	Address3	AddressKana1	AddressKana2	AddressKana3	IsAgencyCd	HandlerCd	AgencyName	Handler_Last_Name	Handler_First_Name	Alignment	TextAddMode	Square
427	T	14　 払込方法（76）	2		X			T	^(|76)$						\d																				
428	T	14　 払込方法（10）	2		X			T	^(|10)$						\d																				
429	T	14　 共同保険特約（1）	1		X			T	^(|1)$						\d																				
430	T	14　 共同保険特約（2）	1		X			T	^(|2)$						\d																				
431	T	14　 代理店／仲立人　分担（1）	1		X			T	^(|1)$						\d																				
432	T	14　 代理店／仲立人　分担（2）	1		X			T	^(|2)$						\d																				
433	T	14 補正  代理店コード	5		X			T																											
434	T	14 補正  代理店サブコード	3		X			T																											
435	T	14　 補正  割合	9		X			T							^[0-9\.]+$																		R		
436	T	14　 自己物件   非or自己（4）	1		X			T	^(|4)$						\d																				
437	T	14　 自己物件   非or自己（5）	1		X			T	^(|5)$						\d																				
438	T	14　  Ag Com 事務費の有無（1）	1		X			T	^(|1)$						\d																				
439	T	14　  Ag Com 事務費の有無（2）	1		X			T	^(|2)$						\d																				
440	T	14　  Ag Com 事務費の有無（3）	1		X			T	^(|3)$						\d																				
441	T	14　  Ag Com 事務費の有無（4）	1		X			T	^(|4)$						\d																				
442	T	14　  Ag Com 特殊手数料率	9		X			T							^[0-9\.]+$																		R		
443	T	14　  Ag Com特殊集金事務費	9		X			T							^[0-9\.]+$																		R		
444	T	14　 再保険種類コード	3					T																											
445	T	15   募集する保険種目種類	4		X			T																											
446	T	15 種目別部店担当店	4		X			T																											
447	T	15 種目別代理店コード	5		X			T																											
448	T	15 種目別代理店サブコード	3		X			T																											
449	T	15 団体コード	5		X			T																											
450	T	15　 払込方法（63）	2		X			T	^(|63)$						\d																				
451	T	15　 払込方法（62）	2		X			T	^(|62)$						\d																				
452	T	15　 払込方法（61）	2		X			T	^(|61)$						\d																				
453	T	15　 払込方法（10）	2		X			T	^(|10)$						\d																				
454	T	15　 払込方法（60）	2		X			T	^(|60)$						\d																				
455	T	15　 払込方法（46）	2		X			T	^(|46)$						\d																				
456	T	15　 払込方法（30）	2		X			T	^(|30)$						\d																				
457	T	15　 払込方法（42）	2		X			T	^(|42)$																										
458	T	15　 払込方法（76）	2		X			T	^(|76)$						\d																				
459	T	15　 払込方法（10）	2		X			T	^(|10)$						\d																				
460	T	15　 共同保険特約（1）	1		X			T	^(|1)$						\d																				
461	T	15　 共同保険特約（2）	1		X			T	^(|2)$						\d																				
462	T	15　 代理店／仲立人　分担（1）	1		X			T	^(|1)$						\d																				
463	T	15　 代理店／仲立人　分担（2）	1		X			T	^(|2)$						\d																				
464	T	15 補正  代理店コード	5		X			T																											
465	T	15 補正  代理店サブコード	3		X			T																											
466	T	15　 補正  割合	9		X			T							^[0-9\.]+$																		R		
467	T	15　 自己物件   非or自己（4）	1		X			T	^(|4)$						\d																				
468	T	15　 自己物件   非or自己（5）	1		X			T	^(|5)$						\d																				
469	T	15　  Ag Com 事務費の有無（1）	1		X			T	^(|1)$						\d																				
470	T	15　  Ag Com 事務費の有無（2）	1		X			T	^(|2)$						\d																				
471	T	15　  Ag Com 事務費の有無（3）	1		X			T	^(|3)$						\d																				
472	T	15　  Ag Com 事務費の有無（4）	1		X			T	^(|4)$						\d																				
473	T	15　  Ag Com 特殊手数料率	9		X			T							^[0-9\.]+$																		R		
474	T	15　  Ag Com特殊集金事務費	9		X			T							^[0-9\.]+$																		R		
475	T	15　 再保険種類コード	3					T																											
476	T	12回払  第1回（令）	1		X			T	^(|5)$						\d																				
477	T	12回払  第1回（平）	1		X			T	^(|4)$						\d																				
478	T	12回払  第1回（年月日）	6		X			T							\d																				
479	T	12回払控除月　第１回目（令）	1		X			T	^(|5)$						\d																				
480	T	12回払控除月　第１回目（平）	1		X			T	^(|4)$						\d																				
481	T	12回払控除月　第１回目（年月）	4		X			T							\d																				
482	T	12回払  第2回（令）	1		X			T	^(|5)$						\d																				
483	T	12回払  第2回（平）	1		X			T	^(|4)$						\d																				
484	T	12回払  第2回（年月日）	6		X			T							\d																				
485	T	12回払控除月　第２回目（令）	1		X			T	^(|5)$						\d																				
486	T	12回払控除月　第２回目（平）	1		X			T	^(|4)$						\d																				
487	T	12回払控除月　第２回目（年月）	4		X			T							\d																				
488	T	6回払  第1回（令）	1		X			T	^(|5)$						\d																				
489	T	6回払  第1回（平）	1		X			T	^(|4)$						\d																				
490	T	6回払  第1回（年月日）	6		X			T							\d																				
491	T	６回払控除月　第１回目（令）	1		X			T	^(|5)$						\d																				
492	T	６回払控除月　第１回目（平）	1		X			T	^(|4)$						\d																				
493	T	６回払控除月　第１回目（年月）	4		X			T							\d																				
494	T	6回払  第2回（令）	1		X			T	^(|5)$						\d																				
495	T	6回払  第2回（平）	1		X			T	^(|4)$						\d																				
496	T	6回払  第2回（年月日）	6		X			T							\d																				
497	T	６回払控除月　第２回目（令）	1		X			T	^(|5)$						\d																				
498	T	６回払控除月　第２回目（平）	1		X			T	^(|4)$						\d																				
499	T	６回払控除月　第２回目（年月）	4		X			T							\d																				
500	T	2回払  第1回（令）	1		X			T	^(|5)$						\d																				
501	T	2回払  第1回（平）	1		X			T	^(|4)$						\d																				
502	T	2回払  第1回（年月日）	6		X			T							\d																				
503	T	２回払控除月　第１回目（令）	1		X			T	^(|5)$						\d																				
504	T	２回払控除月　第１回目（平）	1		X			T	^(|4)$						\d																				
505	T	２回払控除月　第１回目（年月）	4		X			T							\d																				
506	T	2回払  第2回（令）	1		X			T	^(|5)$						\d																				
507	T	2回払  第2回（平）	1		X			T	^(|4)$						\d																				
508	T	2回払  第2回（年月日）	6		X			T							\d																				
509	T	２回払控除月　第２回目（令）	1		X			T	^(|5)$						\d																				
510	T	２回払控除月　第２回目（平）	1		X			T	^(|4)$						\d																				
511	T	２回払控除月　第２回目（年月）	4		X			T							\d																				
512	T	一時払支払猶予払込期日（令）	1		X			T	^(|5)$						\d																				
513	T	一時払支払猶予払込期日（平）	1		X			T	^(|4)$						\d																				
514	T	一時払支払猶予払込期日（年月日	6		X			T							\d																				
515	T	一時払払込猶予控除月（令）	1		X			T	^(|5)$						\d																				
516	T	一時払払込猶予控除月（平）	1		X			T	^(|4)$						\d																				
517	T	一時払払込猶予控除月（年月）	4		X			T							\d																				
518	T	その他団体分割払込日	2		KH			T																											
519	T	収納システム利用表示	1		X			T	^(|1)$						\d																				
520	T	異動内容（B1）	2		X			T	^(|B1)$																										
521	T	異動内容（11）	2		X			T	^(|11)$						\d																				
522	T	異動内容（A2）	2		X			T	^(|A2)$																										
523	T	異動内容（空）	2		X			T																											
524	T	前年証券番号	13		X			T																											
525	T	前年送付書番号	5		X			T																											
526	T	送付書営業所コード	5		X			T																											
527	T	領収日（令）	1		X			T	^(|5)$						\d																				
528	T	領収日（平）	1		X			T	^(|4)$						\d																				
529	T	領収日（年月日）	6		X			T							\d																				
530	T	申請書番号 計上用	3		X			T																											
531	T	申請書番号 満期用	3		X			T																											
532	T	管理番号	15		X			T																											
533	T	送付書用途欄	30		X			T																											
534	T	特殊処理①	4		X			T																											
535	T	特殊処理②	4		X			T																											
536	T	連絡票指示	1		X			T																											
537	T	不備コ―ド	30		X			T																											
538	T	部店担当店	4		X			T																											
